Titles,Company,Category,Location,Benefits,Highlights,Opportunities,Posted_Date,Link,page_id
Marketing Specialist (Mandalay),Wave Money,"Marketing, Media, Creative",Mandalay,"Benefits: - Medical, Life Insurance  - Mobile Usage allowance  - Other benefits including Company Bonus",Highlights:- Myanmar's First Mobile Financial Services Provider - International Working Environment,Career Opportunities: - Growing organization - Develop your career,05 Feb 2024,https://www.jobnet.com.mm/job/marketing-specialist-mandalay-wave-money/95541,35
Marketing Manager,Oriental Gateway,"Marketing, Media, Creative",Yangon,Benefits: Annual Bonus Rewards based on performance,Highlights:Fun Working & Energetic Environment Make a difference,Career Opportunities: Learn new skills & experience,04 Feb 2024,https://www.jobnet.com.mm/job/marketing-manager-oriental-gateway/95539,35
Survey Engineer - TGI Water Project,Tumil Holdings Limited,"Engineering, Technical, HSE",Yangon,Benefits: Meal & Accommodation Allowance Contract type,Highlights:Join an experienced team,Career Opportunities: Learn new skills on the job,04 Feb 2024,https://www.jobnet.com.mm/job/survey-engineer-tgi-water-project-tumil-holdings-limited/86059,35
Civil Engineer (Taung Gyi Base (ONOP),Tumil Holdings Limited,"Engineering, Technical, HSE",Shan State,Benefits: (Accommodation & meal allowance),Highlights:Join an experiences team,Career Opportunities: learn new skills on the job,04 Feb 2024,https://www.jobnet.com.mm/job/civil-engineer-taung-gyi-base-onop-tumil-holdings-limited/92876,35
Deputy Head Of Bancassurance (Digital & Wealth),KBZ Bank,"Sales, Business Development",Yangon,Benefits: Quarterly Bonus Ferry (YGN area) Uniform Health Care Support,Highlights:International Standards Leading Bank in Myanmar,Career Opportunities: Management Potential,03 Feb 2024,https://www.jobnet.com.mm/job/deputy-head-of-bancassurance-digital-and-wealth-kbz-bank/95538,35
Head Of Finance (HO-Naypyitaw),"Vithey Microfinance Co., Ltd.","Finance, Accounting, Audit",NayPyiTaw,Benefits: * Phone Bill Allowance * Medical Allowance,"Highlights:* Sat, Sun & Public Holiday Off",Career Opportunities: * Training Provided * Learn new skills on the job * Promotion Opportunities,03 Feb 2024,https://www.jobnet.com.mm/job/head-of-finance-ho-naypyitaw-vithey-microfinance-co-ltd/95537,36
Head Of HR & Admin (HO-Naypyitaw),"Vithey Microfinance Co., Ltd.","HR, Training and Recruitment",NayPyiTaw,Benefits: * Phone Bill Allowance * Medical Allowance,"Highlights:* Sat, Sun & Public Holiday Off",Career Opportunities: * Training Provided * Learn new skills on the job * Promotion Opportunities,03 Feb 2024,https://www.jobnet.com.mm/job/head-of-hr-and-admin-ho-naypyitaw-vithey-microfinance-co-ltd/95536,36
HR Supervisor -Recruitment & Selection,Myanmar Oasis Manufacturing,"HR, Training and Recruitment",Yangon,Benefits: •	Bonus  •	Ferry Arrange  •	Phone Bill  •	Rewards,Highlights:•	Happy Working Environment,Career Opportunities: •	Training provided  •	Learn new skills on the job  •	Promotion opportunity •	Management potential,03 Feb 2024,https://www.jobnet.com.mm/job/hr-supervisor-recruitment-and-selection-myanmar-oasis-manufacturing/95531,36
Electrical Maintenance Engineer (Sagaing),Win Brothers Group of Companies Limited,"Engineering, Technical, HSE",Sagaing Division,Benefits: Accommodation Meal Allowance Bonus,Highlights:Competitive Salary Package Long Service Award,Career Opportunities: Make a difference,03 Feb 2024,https://www.jobnet.com.mm/job/electrical-maintenance-engineer-sagaing-win-brothers-group-of-companies-limited/95530,36
HR Assistant Supervisor,"EAC Services Co., Ltd","HR, Training and Recruitment",Yangon,Benefits: - Bonus - Ferry,Highlights:- Join an experienced team,Career Opportunities: - Learn new skill in the job,03 Feb 2024,https://www.jobnet.com.mm/job/hr-assistant-supervisor-eac-services-co-ltd/95528,36
Area Sales Manager -For Mandalay,MX Company Limited,"Sales, Business Development",Mandalay,Benefits: Salary + Incentive + Gasoline Allowance + Phone Bill + Travel Allowance   Off Days - Sunday & Gazette Days  Others - Leave + Uniform,Highlights:Welcoming Flexible Motivating,Career Opportunities: Promotion Opportunities,03 Feb 2024,https://www.jobnet.com.mm/job/area-sales-manager-for-mandalay-mx-company-limited/95526,36
Assistant Finance And Accounting Manager,Sea Lion Co Ltd,"Finance, Accounting, Audit",Yangon,Benefits: •	Bonus •	Ferry Provided •	13th Month Salary •	Medical Benefits,Highlights:Join a winning team,Career Opportunities: Possibility for job training,03 Feb 2024,https://www.jobnet.com.mm/job/assistant-finance-and-accounting-manager-sea-lion-co-ltd/95523,36
Sales & Market Manager (B2B Services - Naypyitaw),"Global Technology Co., Ltd (GlobalNet)","Sales, Business Development",NayPyiTaw,"Benefits: uniform Transportation Allowance  Annual Bonus Saturday , Sunday & Gazette Day Off",Highlights:You can make a difference,Career Opportunities: Possibility for job training,02 Feb 2024,https://www.jobnet.com.mm/job/sales-and-market-manager-b2b-services-naypyitaw-global-technology-co-ltd-globalnet/95519,36
Sales Executive (B2B Telecom Services - Yangon),"Global Technology Co., Ltd (GlobalNet)","Sales, Business Development",Yangon,"Benefits: uniform Transportation Allowance  Annual Bonus Saturday , Sunday & Gazette Day Off",Highlights:You can make a difference,Career Opportunities: Learn new skills and techniques,02 Feb 2024,https://www.jobnet.com.mm/job/sales-executive-b2b-telecom-services-yangon-global-technology-co-ltd-globalnet/95518,36
Assistant Sales Manager (B2B Services - Yangon),"Global Technology Co., Ltd (GlobalNet)","Sales, Business Development",Yangon,"Benefits: uniform Transportation Allowance  Annual Bonus Saturday , Sunday & Gazette Day Off",Highlights:An awesome company,Career Opportunities: Possibility for job training,02 Feb 2024,https://www.jobnet.com.mm/job/assistant-sales-manager-b2b-services-yangon-global-technology-co-ltd-globalnet/95517,36
Assistant Delivery Manager (Operation) Mdy,Win Brothers Group of Companies Limited,"Logistics, Warehousing, Port",Mandalay,Benefits: Bonus Long Service Award,Highlights:Competitive salary package,Career Opportunities: Make a difference,02 Feb 2024,https://www.jobnet.com.mm/job/assistant-delivery-manager-operation-mdy-win-brothers-group-of-companies-limited/95516,36
Senior Digital Media Executive,International Media Advertising Company,"Marketing, Media, Creative",Yangon,Benefits: - Ferry Allowance - Phone bill Allowance - Leave Allowance,Highlights:- Fun Working Environment - International Standards - Join an experienced team,Career Opportunities: Possibility for job training,02 Feb 2024,https://www.jobnet.com.mm/job/senior-digital-media-executive-international-media-advertising-company/95514,36
Sales And Cashier,"MBM. Heavy Duty Machinery Co,Ltd","Sales, Business Development",Yangon,Benefits: Bonus,Highlights:Join a winning team,Career Opportunities: Possibility for job training,02 Feb 2024,https://www.jobnet.com.mm/job/sales-and-cashier-mbm-heavy-duty-machinery-co-ltd/93925,36
Admin (QMR & DC),Ngwe Sai International Company,Administrative,Yangon,Benefits: -,Highlights:Join a winning team,Career Opportunities: Opportunities for promotion,02 Feb 2024,https://www.jobnet.com.mm/job/admin-qmr-and-dc-ngwe-sai-international-company/94429,36
Corporate Admin Manager,International Leading company,Administrative,Yangon,Benefits: Ferry Reward for over performance,Highlights:An awesome company,Career Opportunities: Learn new skills and techniques,02 Feb 2024,https://www.jobnet.com.mm/job/corporate-admin-manager-international-leading-company/95506,36
Corporate HR Manager,International Leading company,"HR, Training and Recruitment",Yangon,Benefits: Ferry Reward for over performance,Highlights:An awesome company,Career Opportunities: Possibility for job training,02 Feb 2024,https://www.jobnet.com.mm/job/corporate-hr-manager-international-leading-company/95504,36
Sales & Marketing Executive,Ahtinkaya City Construction,"Marketing, Media, Creative",Yangon,Benefits: Allowance provided as per company policy.,Highlights:-Fun working environment,Career Opportunities: -Possibility for job training,02 Feb 2024,https://www.jobnet.com.mm/job/sales-and-marketing-executive-ahtinkaya-city-construction/95496,36
Digital Marketing,May Trading,"Marketing, Media, Creative",Yangon,Benefits: Salary + Lunch 2000 + Ferry + အဆောင်,Highlights:An awesome company,Career Opportunities: Learn new skills and techniques,02 Feb 2024,https://www.jobnet.com.mm/job/digital-marketing-may-trading/95495,36
Internal Control Manager,Coca-Cola Pinya Beverages Myanmar,"Finance, Accounting, Audit",Yangon,Benefits: Rewards for over performance,Highlights:International Standards,Career Opportunities: Learn new skills on job,02 Feb 2024,https://www.jobnet.com.mm/job/internal-control-manager-coca-cola-pinya-beverages-myanmar/94552,36
Total Product Management Technician,Coca-Cola Pinya Beverages Myanmar,Quality Assurance,Yangon,Benefits: Ferry Provided Lunch Provided,Highlights:International Standards,Career Opportunities: Learn new skills on job,02 Feb 2024,https://www.jobnet.com.mm/job/total-product-management-technician-coca-cola-pinya-beverages-myanmar/95082,36
Head Of Tax,Coca-Cola Pinya Beverages Myanmar,"Finance, Accounting, Audit",Yangon,Benefits: Transportation Provided Lunch Provided,Highlights:International Standards,Career Opportunities: Promotion Oppoetunities,02 Feb 2024,https://www.jobnet.com.mm/job/head-of-tax-coca-cola-pinya-beverages-myanmar/95247,36
Legal Executive,Coca-Cola Pinya Beverages Myanmar,"Legal, Risk and Compliance",Yangon,Benefits: Transportation Provided Lunch Provided,Highlights:International Standards,Career Opportunities: Learn new skills on the job,02 Feb 2024,https://www.jobnet.com.mm/job/legal-executive-coca-cola-pinya-beverages-myanmar/95251,36
Accountant,"New Tricer Co.,Ltd.","Finance, Accounting, Audit",Yangon,Benefits: -,Highlights:An awesome company,Career Opportunities: Learn new skills and techniques,02 Feb 2024,https://www.jobnet.com.mm/job/accountant-new-tricer-co-ltd/95494,36
Assistant Sales Manager,"Melbourne Co.,Ltd","Marketing, Media, Creative",Yangon,Benefits: Rewards for over performance,Highlights:Fun working enviroment  International standards Make a difference Join an experienced team,Career Opportunities: Training Provide Learn new Skills on the job promotion opportunities Management potential,02 Feb 2024,https://www.jobnet.com.mm/job/assistant-sales-manager-melbourne-co-ltd/95490,36
Computer Maintenance Technician,Industry Leading Company,"IT Hardware, Software",Yangon,Benefits: Bonus,Highlights:Fun working environment,Career Opportunities: Training Provide,02 Feb 2024,https://www.jobnet.com.mm/job/computer-maintenance-technician/94714,36
"Manager, HRBP (ISC & Support Functions)",Carlsberg Myanmar,"HR, Training and Recruitment",Yangon,Benefits: Performance Bonus,Highlights:Join a winning team,Career Opportunities: Learn new skills and techniques,02 Feb 2024,https://www.jobnet.com.mm/job/manager-hrbp-isc-and-support-functions-carlsberg-myanmar/95489,36
Receptionist,Yoma Strategic Holdings Ltd.,"Customer Service, Support",Yangon,Benefits: - Transportation - Medical Insurance,Highlights:- International Standards - Make a difference - Join an experienced team,Career Opportunities: - Training provided - Learn new skills and techniques - Opportunities for promotion - Management potential,02 Feb 2024,https://www.jobnet.com.mm/job/receptionist-yoma-strategic-holdings-ltd/95488,36
Computing Lecturer - Urgent,Education First Group,"Education, Teaching, Childcare",Yangon,Benefits: - Rewards for over performance.,Highlights:- Fun Working Environment. - International Standards. - Make a Difference. - Join an experienced team.,Career Opportunities: - Training Provided. - Learn new skills on the job. - Promotion opportunities. - Management potential.,02 Feb 2024,https://www.jobnet.com.mm/job/computing-lecturer-urgent-education-first-group/94150,36
"Senior Engineering Manager -Nilar Biryani Co.,Ltd",Nilar Holdings Company Limited,"Engineering, Technical, HSE",Yangon,Benefits: Rewards for over performance,Highlights:Fun working environment International Standards Make a difference Join an experienced team Career Growth opportunities,Career Opportunities: Training Provided Learn new skills on the job Promotion opportunities Management Potential,02 Feb 2024,https://www.jobnet.com.mm/job/senior-engineering-manager-nilar-biryani-co-ltd-nilar-holdings-company-limited/95485,36
Senior Account (Mandalay),Win Brothers Group of Companies Limited,"Finance, Accounting, Audit",Mandalay,Benefits: Bonus Long Service Award,Highlights:Competitive Salary Package,Career Opportunities: Make a difference,02 Feb 2024,https://www.jobnet.com.mm/job/senior-account-mandalay-win-brothers-group-of-companies-limited/95481,36
Technology Operations & Engineering Manager,Coca-Cola Pinya Beverages Myanmar,"IT Hardware, Software",Yangon,Benefits: Ferry provided Lunch Provided,Highlights:International Standards,Career Opportunities: Learn new skills on job,02 Feb 2024,https://www.jobnet.com.mm/job/technology-operations-and-engineering-manager-coca-cola-pinya-beverages-myanmar/95479,37
Senior Accountant,Majesty Family International Co Ltd,"Finance, Accounting, Audit",Yangon,"Benefits: (Ferry Provide (near of point),","Highlights:- Up to 700,000  - Fun working environment, - Make a difference,",Career Opportunities: - Learn new skills on the job.,02 Feb 2024,https://www.jobnet.com.mm/job/senior-accountant-majesty-family-international-co-ltd/92090,37
