Titles,Company,Category,Location,Benefits,Highlights,Opportunities,Posted_Date,Link,page_id
Sales Representative,K.T.Z Company Limited,"Sales, Business Development",Yangon,Benefits: Incentive Bonus and other benefits,Highlights:Join a winning team,Career Opportunities: Training provided,21 Jan 2025,https://www.jobnet.com.mm/job/sales-representative-ktz-company-limited/108921,24
Senior Inventory Accountant,"Shwe Kyun International Co.,Ltd","Finance, Accounting, Audit",Yangon,Benefits: Overtime payments Working Hours: 8:30 - 5:00 Close on Sunday & Public Holiday,Highlights:Make a difference,Career Opportunities: Training Provided,21 Jan 2025,https://www.jobnet.com.mm/job/senior-inventory-accountant-shwe-kyun-international-co-ltd/109940,24
Quantity Surveyor (M&E),Sae Paing Development Ltd,"Engineering, Technical, HSE",Yangon,"Benefits: Ferry Provide Meal Allowance Working Hours    - 8:30 AM to 5:30 PM Day Off - Sat & Sun (Sat Alternate), Gazette Holidays",Highlights:An awesome company  Join a winning team You can make a difference,Career Opportunities: Opportunities for promotion Learn new skills and techniques,21 Jan 2025,https://www.jobnet.com.mm/job/quantity-surveyor-mande-sae-paing-development-ltd/109938,24
General Manager,Green Indo Myanmar,Administrative,Yangon,Benefits: Competitive salary based on experience. Opportunities for career development and advancement,Highlights:You can make a difference,Career Opportunities: Management potential,21 Jan 2025,https://www.jobnet.com.mm/job/general-manager-green-indo-myanmar/109936,24
HR/Admin Manager,"Kiyoi Co.,Ltd","HR, Training and Recruitment",Yangon,Benefits: - Bonus (Semiannual/ Yearly) - Attendance Award - Ferry Provided (on pick-up point) - Uniform - Ph bill (B2B Sim),Highlights:- Opportunity for career growth and development. - Collaborative and dynamic work environment.,Career Opportunities: - Training Provided - Learn new skill on the job - Promotion opportunities,21 Jan 2025,https://www.jobnet.com.mm/job/hr-admin-manager-kiyoi-co-ltd/109933,24
Delivery Planner And Procurement Support,"Ichor Global Co.,Ltd","Procurement, Supply Chain",Yangon,Benefits: Ferry Provided,Highlights:An awesome company,Career Opportunities: Possibility for job training,21 Jan 2025,https://www.jobnet.com.mm/job/delivery-planner-and-procurement-support-ichor-global-co-ltd/109931,24
M&E Engineer,MYW Technologies,"Engineering, Technical, HSE",Yangon,Benefits: -,Highlights:-,Career Opportunities: -,21 Jan 2025,https://www.jobnet.com.mm/job/mande-engineer-myw-technologies/109929,24
Auditor,"Myanmar Distribution Group Co., Ltd.(MDG)","Finance, Accounting, Audit",Yangon,Benefits: Ferry Provided,Highlights:International Standard,Career Opportunities: Learn new skill on the job,21 Jan 2025,https://www.jobnet.com.mm/job/auditor-myanmar-distribution-group-co-ltdmdg/109926,24
Visa Executive,"Epic World Co.,Ltd","Customer Service, Support",Yangon,Benefits: Commissions  Travel Allowance Overtime Payment,Highlights:Fun Working Environment Joined an experienced team,Career Opportunities: Promotion Opportunities,21 Jan 2025,https://www.jobnet.com.mm/job/visa-executive-epic-world-co-ltd/108640,25
Procurement Officer,MARGA GROUP,"Procurement, Supply Chain",Yangon,Benefits: Rewards for over performance,Highlights:Join an experienced team,Career Opportunities: Learn new skills on the job,21 Jan 2025,https://www.jobnet.com.mm/job/procurement-officer-marga-group/109925,25
English Language Instructor,"Stamford City Business Institute Co.,Ltd","Education, Teaching, Childcare",Yangon,Benefits: Academic calendar and course outline provided   Course textbooks with teachers’ books provided   Regular internal observation in the classroom,Highlights:Salary increment after annual review   Bonus based on performance   Health insurance (𝐎𝐧𝐥𝐲 𝐚𝐟𝐭𝐞𝐫 𝐨𝐧𝐞 𝐲𝐞𝐚𝐫),Career Opportunities: SCBI encourages employees to learn job skills related to their present position within SCBI through cross training and development programs.,21 Jan 2025,https://www.jobnet.com.mm/job/english-language-instructor-stamford-city-business-institute-co-ltd/102737,25
C# .Net Developer,"ACTY System Myanmar Co.,ltd","IT Hardware, Software",Yangon,Benefits: -salary increase due to performance -Medical check-up,Highlights:An awesome company,Career Opportunities: - Japanese language training,21 Jan 2025,https://www.jobnet.com.mm/job/c-net-developer-acty-system-myanmar-co-ltd/109924,25
Marketing Executive,"Mawlamyine Century Logistics Co.,Ltd","Marketing, Media, Creative",Yangon,Benefits: Rewards for over performance,Highlights:An awesome company,Career Opportunities: Opportunities for promotion,21 Jan 2025,https://www.jobnet.com.mm/job/marketing-executive-mawlamyine-century-logistics-co-ltd/104651,25
Technical Sales Representative (Cosmetic Or Food),"Chemico Myanmar Co.,Ltd","Sales, Business Development",Yangon,Benefits: - SSB support - Medical allowance - Health insurance - 13th month salary bonus - Medical check up per year - Phone bill allowance,Highlights:Technical service and support Application service 24 hrs. samples and goods delivery Well-trained sales staffs Customer relationship Achieve samp,Career Opportunities: - Training aboard & local - Learn new trending product - Management potential - Travelling to other country for training & exhibition,21 Jan 2025,https://www.jobnet.com.mm/job/technical-sales-representative-cosmetic-or-food-chemico-myanmar-co-ltd/98721,25
Secretary,"BFI Education Services Co.,Ltd",Administrative,Yangon,Benefits: Meal Transportation ( depend on the ferry route ) Yearly increment  Special Holioday,Highlights:Join an experienced team  International standard,Career Opportunities: learn new skill on the job.,21 Jan 2025,https://www.jobnet.com.mm/job/secretary-bfi-education-services-co-ltd/109918,25
Assistant Account Manager,Excellent Fortune Development Group,"Finance, Accounting, Audit",Yangon,Benefits: Rewards for over performance,Highlights:An awesome company,Career Opportunities: Opportunities for promotion,21 Jan 2025,https://www.jobnet.com.mm/job/assistant-account-manager-excellent-fortune-development-group/108606,25
Deputy Marketing Manager,"BFI Education Services Co.,Ltd","Marketing, Media, Creative",Yangon,Benefits: Meal Transportation ( depend on the ferry route ) Yearly increment Special Holiday,Highlights:International Standard  Working with various cultures is an enriching experience that fosters personal and professional growth.,Career Opportunities: Learn new skills on the job.,21 Jan 2025,https://www.jobnet.com.mm/job/deputy-marketing-manager-bfi-education-services-co-ltd/109915,25
Showroom (Retail) Manager,SP Bakery Company Limited,"Sales, Business Development",Yangon,Benefits: . Basic + Incentive . Phone Bill Plan . Replacement Off . Ferry provide,Highlights:. Fun working environment . International standards . Make a difference . Join an experienced team,Career Opportunities: . Training provided . Learn new skills on the job . promotion opportunities . Management potential,21 Jan 2025,https://www.jobnet.com.mm/job/showroom-retail-manager-sp-bakery-company-limited/109913,25
Sales Manager Or Senior Manager,GRAND GUARDIAN NIPPON LIFE INSURANCE,"Sales, Business Development",Yangon,Benefits: - Attractive salary + incentive - Ferry,Highlights:- Chance to work in the Life Insurance Industry,Career Opportunities: - Products Training Provided,21 Jan 2025,https://www.jobnet.com.mm/job/sales-manager-or-senior-manager-grand-guardian-nippon-life-insurance/109910,25
Electrical Technician (Thilawa),"Advanz Beverage (Osotspa Myanmar) Co.,Ltd","Engineering, Technical, HSE",Yangon,Benefits: Rewards over Performance,Highlights:International Standard,Career Opportunities: Learn New Skill On Job,21 Jan 2025,https://www.jobnet.com.mm/job/electrical-technician-thilawa-advanz-beverage-osotspa-myanmar-co-ltd/109906,25
Senior Accountant,Pyin Nyar Pa Day Thar,"Finance, Accounting, Audit",Yangon,Benefits: -,Highlights:-,Career Opportunities: -,21 Jan 2025,https://www.jobnet.com.mm/job/senior-accountant-pyin-nyar-pa-day-thar/109201,25
Field Collection Officer,"Mo Mo Ventures Finance Co.,Ltd","Customer Service, Support",Yangon,Benefits: Ferry Provided,Highlights:Fun working environment Join an experienced team,Career Opportunities: Training provided,21 Jan 2025,https://www.jobnet.com.mm/job/field-collection-officer-mo-mo-ventures-finance-co-ltd/109111,25
Sales Representative (Mandalay),Coca-Cola Pinya Beverages Myanmar,"Sales, Business Development",Mandalay,Benefits: Bonus + Commission,Highlights:Join a winning team,Career Opportunities: Opportunities for promotion,21 Jan 2025,https://www.jobnet.com.mm/job/sales-representative-mandalay-coca-cola-pinya-beverages-myanmar/109905,25
Maintenance Senior Technician (C&I),Sembcorp Myingyan Power Company Limited,"Engineering, Technical, HSE",Mandalay,Benefits: Competitive package,Highlights:An awesome company,Career Opportunities: Opportunities for promotion,21 Jan 2025,https://www.jobnet.com.mm/job/maintenance-senior-technician-candi-sembcorp-myingyan-power-company-limited/101388,25
"Assistant Documentation (Beans & Pulses, Rice )",ADITYA BIRLA Global Trading (Singapore) Pte. Ltd,Administrative,Yangon,Benefits: •	Bonus •	Meal & Travel Allowance •	Rewards for over performance,Highlights:•	International Standards •	Join an experienced Team •	Make a Difference,Career Opportunities: •	Training Provided •	Learn new skills on the job •	Management Potential,20 Jan 2025,https://www.jobnet.com.mm/job/assistant-documentation-beans-and-pulses-rice-aditya-birla-global-trading-singapore-pte-ltd/109137,25
Junior Administrative Assistant,MPRL E&P Group of Companies,Administrative,Yangon,Benefits: - Uniform - Lunch - Transportation,Highlights:- Join an experienced team,Career Opportunities: - Learn new skills on the job - Promotion opportunities,20 Jan 2025,https://www.jobnet.com.mm/job/junior-administrative-assistant-mprl-eandp-group-of-companies/109902,25
Warehouse Supervisor,"City Global Mark Services Co., Ltd","Logistics, Warehousing, Port",Yangon,Benefits: - Attractive Salary + Attendance Bonus - Yearly increase salary + Bonus - Uniform - Ph bill,Highlights:Join a winning team,Career Opportunities: Opportunities for promotion,20 Jan 2025,https://www.jobnet.com.mm/job/warehouse-supervisor-city-global-mark-services-co-ltd/109898,25
Finance Manager,Capital Diamond Star Group (CDSG),"Finance, Accounting, Audit",Yangon,Benefits: Benefits will provide according to company policy.,Highlights:You can make a difference,Career Opportunities: Opportunities for promotion,20 Jan 2025,https://www.jobnet.com.mm/job/finance-manager-capital-diamond-star-group-cdsg/109889,25
NOC Supervisor,OCK Yangon Private limited,"Engineering, Technical, HSE",Yangon,Benefits: Transportation Phone Allowance,Highlights:Fun working environment International Standards Join an experienced team,Career Opportunities: Learn new skills on the Job Promotion Opportunities Management Potential,20 Jan 2025,https://www.jobnet.com.mm/job/noc-supervisor-ock-yangon-private-limited/109888,25
Maintenance Engineer,Capital Diamond Star Group (CDSG),"Engineering, Technical, HSE",Yangon,Benefits: Benefits will provide according to company policy.,Highlights:An awesome company,Career Opportunities: Learn new skills and techniques,20 Jan 2025,https://www.jobnet.com.mm/job/maintenance-engineer-capital-diamond-star-group-cdsg/109885,25
HR Executive (R&S / CSR),Capital Diamond Star Group (CDSG),"HR, Training and Recruitment",Yangon,Benefits: Benefits will provide according to company policy.,Highlights:You can make a difference,Career Opportunities: Training Provided,20 Jan 2025,https://www.jobnet.com.mm/job/hr-executive-rands-csr-capital-diamond-star-group-cdsg/109884,25
Executive Assistant,"Myanmar Japan Tobacco Co.,Ltd",Administrative,Yangon,Benefits: •	Mobile Phone and Data Allowance •	Transportation Allowance •	Special Allowance •	Target Bonus •	Medical Insurance  •	Group Life Insurance,Highlights:• Unrivalled Learning & Development Opportunities including Global Mobility Program,Career Opportunities: •	Competitive compensation & benefits package •	Learning & development opportunities •	Be part of a global top employer organization,20 Jan 2025,https://www.jobnet.com.mm/job/executive-assistant-myanmar-japan-tobacco-co-ltd/109881,25
Senior Procurement Executive,Sembcorp Myingyan Power Company Limited,"Procurement, Supply Chain",Yangon,Benefits: Competitive Benefits,Highlights:Join a winning team,Career Opportunities: Possibility for job training,20 Jan 2025,https://www.jobnet.com.mm/job/senior-procurement-executive-sembcorp-myingyan-power-company-limited/102639,25
Junior Accountant (Htatabin),"First Top Plastics & Chemical Co.,Ltd","Finance, Accounting, Audit",Yangon,Benefits: Reward-based on Performance,Highlights:Make a difference  Ferry Provide,Career Opportunities: Learn New Skills Promotion Opportunity,20 Jan 2025,https://www.jobnet.com.mm/job/junior-accountant-htatabin-first-top-plastics-and-chemical-co-ltd/108993,25
General Manager-Customer Service,Asia Royal Hospital,"Customer Service, Support",Yangon,Benefits: - Annual Bonus. - Yearly increment and service year allowance. - Medical Care with discount for employee and family. - Varieties of leave entitleme,"Highlights:Warm, safe, transparent workplace.. Can get knowledge about varieties of pharmaceutical products and medication.",Career Opportunities: Continuous pharmaceutical trainings. Personal development trainings. Promotion career up to higher position.,20 Jan 2025,https://www.jobnet.com.mm/job/general-manager-customer-service-asia-royal-hospital/109872,25
Accountant,Myanmar Consumer Enterprise Limited,"Finance, Accounting, Audit",Yangon,Benefits: Bonus  Incentive,Highlights:Good working Environments,Career Opportunities: Promotion Salary increment,20 Jan 2025,https://www.jobnet.com.mm/job/accountant-myanmar-consumer-enterprise-limited/109870,25
